source_sentence,target_sentence
"Xẹt vít vầy là thắng chắc rồi, ông xem coi có đúng hông?","Phát bóng thế này là thắng chắc rồi, anh xem có đúng không?"
"Liệng dây luột lên đây coi, ba còn neo ghe cho chắc.",Hãy ném dây thừng lên bờ để bố cố định thuyền cẩn thận hơn.
"Thằng nhỏ thi rớt, sợ bị rầy nên mang ba lô đi lang bạt mấy hôm rồi.","Cậu bé thi trượt, lo bị trách phạt nên đã bỏ đi nhiều hôm."
Ổng bước đi mà đầu cứ chúc xuống phía trước.,"Khi đi, đầu ông ấy luôn nghiêng chúi về phía trước."
Đang bực mình mà nó cứ lải nhải nhái giọng giễu cợt tao muốn tán cho một cái.,Đang bực mình mà nó cứ lải nhải nhại giọng giễu cợt tôi muốn tát cho một cái.
"Dám xấc với người lớn hả, coi chừng ăn đòn đó.","Dám xấc xược với người lớn hả, coi chừng bị phạt đấy."
"Thằng đó có cái tính chẳn bắn khó chịu lắm, hổng chơi được đâu.","Thằng đó mang tính khí cáu bẳn gắt gỏng cực kỳ khó ưa, không thể nào kết thân chơi cùng được đâu."
Nó làm như vậy tui tức lên ruột hôn?,Nó làm như vậy tôi tức lộn ruột không?
"Nướng cá mà lơ đễnh một hồi, cá cháy khét luôn nghe hôn.","Chỉ sơ ý một lúc khi nướng cá, kết quả là cá bị cháy khét."
Nhắc tới vụ đó là tui oải chè đậu hết muốn làm gì.,Mỗi khi nghĩ tới chuyện ấy tôi đều thấy chán nản.
Miếng mỡ cái này bao nhiêu vậy chị?,Miếng mỡ thăn này bao nhiêu vậy chị?
Của cải để hớ hênh trong nhà coi chừng trộm nó vô lấy.,Của cải để hớ hênh trong nhà coi chừng trộm nó vào lấy.
"Mày nói bậy, coi chừng ống nghe được, ống dồ cho một bạt tai bây giờ","Cậu nói bậy, coi chừng ông ấy nghe được, ông ấy tát cho một cái bây giờ"
"Thằng nhỏ ngủ say chảy ke ròng ròng, lau hoài hông hết.","Đứa bé ngủ say chảy nước dãi ròng ròng, lau mãi không hết."
"Chạy đi đâu mà cho bị lã đầu, máu me tùm lum vậy con.","Chạy đi đâu mà để bị toạc đầu, máu me be bét vậy con."
"Nghe anh Ba kể chuyện nghề làm đường, tụi nhỏ thích ghê.","Nghe anh Ba kể về nghề làm đường, bọn nhỏ thích thật."
Lấy cái trách kho mớ cá cơm ăn với cơm nóng là ngon bá cháy nghe hôn mậy.,Lấy chiếc nồi đất kho mớ cá cơm ăn với cơm nóng là tuyệt vời nghe chưa bạn.
"Tui đang nói chuyện với anh Ba, đừng có xía miệng ke vô.","Tôi đang trò chuyện với anh Ba, đừng có nói chen vào ngang hông vào."
"Tao học được cái quá cha này từ hồi nhỏ, giờ vẫn nhớ.","Tớ học được cái hơn hẳn hoặc chẳng khác nào này từ hồi nhỏ, giờ vẫn nhớ."
"Kêu khứa đó đưa tiền hả, mốc cùi! Kế hoạch đó trớt quớt rồi.","Bảo anh đó đưa tiền hả, sức mấy! Kế hoạch đó hỏng bét rồi."
Một khúc thịt bự chảng cùng cả mâm đầy lộc cho người đó.,Một khúc thịt to tướng kèm theo cả mâm lộc đầy đủ cho người ấy.
"Tính trong mười ngày mà người ta cúng dư muôn, ghê thiệt.","Tính trong mười ngày, người ta cúng hơn một vạn."
Căn nhà này xài bao nhiêu thiên lá dừa vậy anh? - Tầm hai thiên đó em.,Ngôi nhà này dùng bao nhiêu lá dừa để lợp? - Khoảng hai nghìn lá.
"Tui chỉ lãnh làm trên đất này thôi, chớ đâu có đứng tên.","Tôi chỉ nhận canh tác trên mảnh đất này, không phải chủ sở hữu."
Mấy đứa lòn sòn tao không phân biệt được,Mấy đứa sêm sêm nhau tao không phân biệt được
Bộ đồ đó sờn cũ hết trơn mà ảnh còn giữ tới giờ.,Bộ quần áo ấy đã cũ kỹ nhưng anh ấy vẫn giữ lại.
Đám tiệc gì mà rậm đám vậy.,Đám tiệc gì mà đông đúc/vui vẻ thế.
"Khỏe vầy mình đi dạo hông ông, tui muốn đi hít thở không khí.","Khỏe thế này mình đi dạo không anh, tôi muốn đi hít thở không khí."
"Hễ mở miệng là mĩu môi, coi thấy ghét ghê luôn.","Cứ nói chuyện là bĩu môi, nhìn rất phản cảm."
Mới có chút xíu tiền mà đi đứng nghênh ngang không coi ai ra gì.,Mới có tí tiền mà đi đứng vênh váo không coi ai ra gì cả.
Nơi đánh bạc cũng là chỗ mấy người nghiện hay tụ tập.,Những nơi cờ bạc thường có nhiều người nghiện lui tới.
"Nói lớn lên. Nói nhí nhí, ông ngoại lãng tai, ông không có nghe được đâu.",Yêu cầu phát âm to rõ ràng vì người nghe bị nghễnh ngãng.
Mùa rồi thấy họ nuôi tôm trúng bắt ham,Mùa rồi thấy họ nuôi tôm được mùa phát thèm
"Tắp vô đây nghe chuyện lạ thiệt chớ bộ, tao chứng kiến nè.","Ghé vào đây nghe chuyện lạ thật chứ bộ, tớ chứng kiến này."
Phải biết nhạc mới gõ sanh được.,Phải biết nhạc mới gõ sênh được.
"Bà này nổi tiếng hà tiện, đóng góp là bả lơ liền.","Bà này nổi tiếng hà tiện, đóng góp là bà ấy lờ đi ngay."
"Nói chuyện lố bịch dữ vậy, ai mà hổng bực cho được.",Phát ngôn quá đà như vậy thì người khác khó tránh khỏi khó chịu.
"Hồi đó tập té sao cho hổng đau, nhớ mãi.","Hồi đó tập ngã sao cho không đau, nhớ mãi."
Mới lên Sài Gòn nhìn mặt thằng nhỏ bơ thấy tội.,Mới lên Sài Gòn nhìn mặt đứa nhỏ ngơ ngác thấy tội.
"Thiếu con mộc đỏ là giấy tờ này coi như vứt, chẳng giá trị gì.","Thiếu con dấu đỏ là giấy tờ này coi như vứt, chẳng giá trị gì."
Mơi mốt nước lên là cá tôm lội đầy mương tha hồ bắt.,Mai mốt nước lên là cá tôm lội đầy mương tha hồ bắt.
"Đồ nầy sờn vai hết rồi, mua cái khác đi.","Đồ này sờn vai hết rồi, mua cái khác đi."
Con nhúm lửa cho bếp cháy đi nghen.,Con nhóm lửa để bếp cháy giúp mẹ.
Vùng này nhiều quân thổi xế lắm nha.,Vùng này nhiều bọn trộm xe lắm đấy.
Đi xe mà bị té phải băng bột vầy là sui thiệt chớ bộ.,Đi xe mà bị té phải bó bột thế này là xui thật chứ bộ.
Doi người như vầy mới đẹp nè.,Thon thả như thế này mới đẹp nè.
Tấm bạt che mưa bị gió thổi rách nằm lất lửng trên nóc nhà.,Tấm bạt che mưa bị gió thổi rách nằm lơ lửng trên nóc nhà.
"Tụi bây cứ vắt tới lui hoài, nghe nghi nghi nghen.",Các cậu cứ liên tục gài như vậy khiến tôi thấy khó hiểu.
"Thiên hạ kéo ra coi đông quá trời, đi hổng lọt luôn.",Người đến xem quá đông khiến lối đi gần như bị kín hết.
Sao không báo sớm để qua chuẩn bị tinh thần.,Sao không báo sớm để tôi chuẩn bị tinh thần.
"Tay chân thằng nhỏ sao cứng đơ vậy, hay là nó bị lạnh đó","Sao chân tay thằng bé tự nhiên lại co cứng đờ ra như thế kia, hay là do nó bị cảm lạnh đấy"
"Mùng rách tùm lum, phải may lại thôi.",Chiếc màn bị rách khá nhiều nên phải sửa lại.
"Mèn ơi, vừa nghe tin cái là bả vội đi ngay, chẳng kịp chào ai.","Trời ơi, vừa nghe tin cái là bà ấy vội vàng đi ngay, chẳng kịp chào ai."
Tụi bây thấy quảng tiều không? Tao thấy từ hồi nãy rồi.,Các bạn thấy khó hiểu không? Tớ thấy từ nãy rồi.
"Tủ búp phê sạch vầy nhìn thích ghê, cảm ơn con nha.","Tủ đựng bát đĩa sạch thế này nhìn thích ghê, cảm ơn con nhé."
"Cái kiểu tẻo đó quen lắm rồi mậy ơi, ai ở đây cũng biết hết trơn hà.","Cái kiểu chút xíu đó quen lắm rồi bạn ơi, ai ở đây cũng biết hết cả thôi."
"Hồ sơ đặng đó, anh lo giải quyết chớ gài mắm hoài sao được.","Hồ sơ ở đó, anh lo giải quyết đi chứ cứ ngâm mãi sao được."
Vẹt hàng rào ngó qua bên bến đò xem ghe về chưa mậy.,Vạch sang hai bên hàng rào ngó qua bên bến đò xem thuyền về chưa cậu.
"Khứa nhỏ này nhảy cái rầm ra hù làm tao hết hồn hú vía, tí nữa là té mương rồi nghe hôn.","Đứa bé này nhảy rầm ra dọa làm tôi hết hồn hết vía, tí nữa là ngã mương rồi nghe chưa."
"Mấy thằng ác ôn đó làm chuyện thất đức, có ngủm cũng hổng ai thương.",Những kẻ gây tội ác như vậy nếu chết đi cũng khó được cảm thông.
"Trái cây trong vườn rụng xài lớn, nhặt không xuể.","Trái cây trong vườn rụng tiêu nhiều tiền, nhặt không kịp."
"Mua đồ mới lào lạo ráo trọi cho thằng nhỏ, dòm nó bận vô oai phong hết trơn hết trọi kìa nghe hôn.","Mua đồ mới cứng toàn bộ cho đứa bé, nhìn nó mặc vào oai phong hết cả hết sạch kìa nghe chưa."
"chàng hiu nó bèn đi hỏi, nhái lắc đầu",Con chẫu chàng đi hỏi cưới nhưng con nhái từ chối
Ngồi coi tivi mà ổng ngủ mê mệt.,Ngồi xem tivi mà ông ấy ngủ mê mệt.
"Cây phát tiếng lắc rắc liên tục, chắc gãy cái rụp bây giờ.","Thân cây liên tục phát tiếng nứt, có khả năng sẽ gãy ngay."
"Hàng hóa trong kho đầy nhóc, làm gì còn chỗ mà đi.","Hàng hóa trong kho chất quá nhiều, làm gì còn chỗ để bước đi."
Thằng đó có tính hay ăn xén bớt của người khác.,Thằng đó có tính hay ăn lạm trước một phần của người khác.
"Cây cối um tùm, phải mé bớt nhánh mới được.","Cây cối rậm rạp, phải tỉa bớt nhánh mới được."
"Ăn lẹ lên, em chờ đợi nãy giờ.","Ăn nhanh lên, em chờ đợi nãy giờ."
"Cho tui hai cái quẩy, một tô hủ tiếu.","Cho tôi hai chiếc quẩy, một tô hủ tiếu."
"Đi lẹ vầy thằng nhỏ hụt hưởi tội nó, ông đi chậm lại đi.","Đi nhanh thế này thằng bé bở hơi tai tội nó, anh đi chậm lại đi."
"Tụi nó cứ bị lôi vô hoài, nghe cũng lạ nghen.","Họ liên tục bị cuốn vào sự việc, thật khó hiểu."
"Cái thằng này cái miệng chèo béo, không kịp kéo da non à nghen","Cái cậu này miệng mép liến thoắng xỉa xói, không kịp kéo da non đấy"
Mần ăn kiểu ẩu tả đó hèn chi khách khứa chạy sạch bách.,Làm ăn kiểu linh tinh đó hèn chi khách khứa chạy sạch sành sanh.
Chơi với bạn mà cứ thích đè đầu cưỡi cổ người ta.,"Khi giao tiếp với bạn bè, anh ta thường muốn lấn át họ."
Bầy muỗi bay vo ve rồi cắn mấy ổng tới tấp.,Đám muỗi liên tục bâu vào và đốt các ông ấy.
"Dạo này con nhỏ đó cứ hay đi nhờ xe người ta, có chuyện gì không?","Dạo này cô bé đó cứ hay đi nhờ xe mọi người mãi, có chuyện gì vậy?"
Mặt mày trông nhăn nhắn,Mặt mày trông nhăn nhó
Ảnh làm văn thơ ở xã mấy năm nay.,Anh ấy làm văn thư ở xã mấy năm nay.
"Nhậu nhẹt lai rai thì vui, chứ ăn nhậu nát nước thì tan nát gia đình.","Nhậu nhẹt thỉnh thoảng thì vui, chứ uống rượu tối ngày thì tan nát gia đình."
"Đường vắng hoe à, đi hổng thẳng đi chớ chen lấn nhau làm chi cho mệt xác.","Đường vắng tanh mà, đi thong thả đi chứ chen lấn nhau làm gì cho mệt người."
"Bà Tư giải thích cho tụi nhỏ nghe về ứ họng vầy, tụi nhỏ gật gù hiểu liền.","Bà Tư giải thích cho bọn nhỏ nghe về quá no thế này, bọn nhỏ gật gù hiểu liền."
"Để giải tán đám đông vầy, cảnh sát phải bắn bống ba phát đó ông ơi.","Để giải tán đám đông thế này, cảnh sát phải bắn chỉ thiên ba phát đấy anh ơi."
"Thôi khỏi ra ngoài, nấu nui trong nhà ăn được rồi.","Không cần đi đâu, nấu mì ống ở nhà là được."
"Chuyện đó mình đã hoàn tất trọn vẹn, không còn lo gì nữa.","Chuyện đó tôi đã hoàn tất trọn vẹn, không còn lo gì nữa."
Nó mới chạy ngang đây cái rồi mất dạng luôn.,Cậu ấy vừa đi ngang qua đây rồi biến mất.
"Hổng có gì ăn hết, tủ lạnh trống trơn à.","Không có gì ăn cả, tủ lạnh trống rỗng rồi."
"Cái lộ giờ láng o, hổng còn gồ ghề nữa.","Con đường giờ đã phẳng đẹp, không còn lồi lõm."
Họ chèo xuồng rải mồi từng chỗ cạnh cây bông tiêu đó.,Họ chèo thuyền thả mồi từng vị trí gần cây nêu đánh dấu.
Ai đời lại đi đục cái lỗ tày huày trên tấm tôn cũ xì nhìn xí quá trời đất mậy.,Ai đời lại đi đục cái lỗ to tướng trên tấm tôn cũ kỹ nhìn xấu quá chừng bạn.
Mấy cái chuyện tặt nhặt này đằng sau hè thôi để tui tự lo.,Mấy cái chuyện lặt vặt này đằng sau hè thôi để tôi tự lo.
Đập ra nghe mùi là biết trứng vịt này hư mất rồi.,Chỉ cần ngửi mùi cũng biết quả trứng vịt này đã bị thối.
"Bả cũng ném về con bà tám lắm, đừng thấy hiền mà ăn hiếp.","Bà ấy cũng đanh đá lắm chuyện chứ đâu có chịu thua kém ai, đừng thấy hiền mà ăn hiếp."
Tánh nó gặp chị em là ba hoa bờm chơm hoài.,Anh ta hay cư xử thiếu đứng đắn khi tiếp xúc với phụ nữ.
"Lần đầu thấy chuyện nằng nặc, lạ thiệt.","Lần đầu thấy chuyện nằng nặc, lạ thật."
"Tui tìm được ngay chóc cái nhà của ổng ngoài lộ, hông có khó khăn chi hết trơn mậy.","Tôi tìm được đúng ngay nhà của ông ấy ngoài đường, không có khó khăn gì hết cả bạn."
"Nhà sát rạt đây hà, đi thêm mấy bước là tới nghen.","Nhà ở rất gần, chỉ cần đi thêm vài bước là đến."
"Bác Tư hốt về cả đống, ăn dư mứa vẫn để đó.",Bác Tư mua quá nhiều nên còn thừa nhưng vẫn không bỏ.
"Nuốt cho hết trơn chén cơm đi hả nói chuyện con ơi, ráng lên xíu coi.","Nuốt cho hết sạch bát cơm đi hãy nói chuyện con ơi, cố lên một chút xem."
"Chị hỏi nó, nó không chỉ đâu. Nó làm hiểm lắm.","Chị hỏi nó, nó không chỉ đâu. Nó giấu nghề lắm."
"Tánh nó vốn dĩ tép mòng, hễ có chuyện gì là nó trốn mất tiêu.","Tính nó vốn dĩ nhỏ bé, hễ có chuyện gì là nó trốn mất tăm."
"Theo tui, tỉnh nào cũng nên có chỗ cưu mang người cù bơ cù bất.","Theo tôi, mỗi tỉnh nên có nơi chăm sóc những người cơ nhỡ."
"Con nhỏ đó ăn nói như tép lặn tép lội, lanh lẹ dữ thần.","Cô bé đó ăn nói liên thoắng không ngừng, nhanh nhẹn kinh khủng."
Bia Sài Gòn ra cái là bia Trung Quốc ế hết trơn.,Sự xuất hiện của bia Sài Gòn khiến bia Trung Quốc khó bán hơn nhiều.
